ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,MGMT_NUM,ASSET_TYPE,TYPE_DESCRIPTION,MINORTYPE,MANUFACTURER,COUNT_BABY_SWING,COUNT_SR_SWING,COUNT_HANDICAP_SWING,COUNT_TIRE_SWING,COUNT_SAUCER_SWING,COUNT_PONY_SWING,INCLUSIVE,EQUIPMENT_AGE_CLASS,POINT
,HAW148,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,110148,7,TEETER TOTTER SEESAW,FULCRUM,BLUE IMP,,,,,,,,COMBINED,POINT (-114.1776077 51.1251772)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,WIN850,,CALGARY PARKS,CALGARY PARKS,LEG PRESS,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.055386 51.0685048)
,CRA033,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,340033,1,SWING,NO BREAKDOWN,,2,2,0,0,0,0,,SENIOR,POINT (-113.9916932 50.8929007)
PARKS FOUNDATION PROJECT,GPK056,,CALGARY PARKS,CALGARY PARKS,"2022/01/18:THERE IS ENDOWMENT FUNDS FOR THE MUSICAL INSTRUMENTS, GO THROUGH PARKS FOUNDATION TO RECEIVE FUNDS; R:\AGREEMENTS\MISC_AGREEMENTS\ GPK056_ENDOWMENT_LETTER_QUINTERRA_MUSICAL_INSTRUMENTS",ACTIVE,,4,STATIONARY TOY,PLAY PANEL,BDI PLAY DESIGNS,,,,,,,,COMBINED,POINT (-114.1221665 50.9751878)
,BLM004,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,NO,JUNIOR,POINT (-114.0684893 50.8668738)
,CHW427,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,170427,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,NO,COMBINED,POINT (-114.1104975 51.0928683)
STAND-N-SPIN,SPR778,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,5,SPINNING TOY,SPINNING POLE,LITTLE TIKES,,,,,,,NO,COMBINED,POINT (-114.1364133 51.0464047)
,WBN430,,CALGARY PARKS,CALGARY PARKS,JUNIOR; COASTER CLIMBER,ACTIVE,,3,CLIMBER,VERTICAL LADDER CLIMBER,,,,,,,,,JUNIOR,POINT (-114.1382954 50.9455946)
,ING013,,CALGARY PARKS,CALGARY PARKS,LOG,ACTIVE,,4,STATIONARY TOY,BALANCING,,,,,,,,NO,,POINT (-114.0285476 51.0392516)
,ERI836,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,350836,7,TEETER TOTTER SEESAW,SPRING TEETER,,,,,,,,,COMBINED,POINT (-113.9635554 51.0201673)
,SPH043,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,NO,COMBINED,POINT (-114.2018245 51.023561)
METAL SPIRAL,FAL085,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,140085,2,SLIDE,SPIRAL SLIDE,,,,,,,,,SENIOR,POINT (-113.9423795 51.1025508)
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,EYA378,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,7,TEETER TOTTER SEESAW,FULCRUM,,,,,,,,,JUNIOR,POINT (-114.074656 51.0119495)
,HUN727,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,150727,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-114.0877125 51.1224679)
BIGGO SWING,SPR778,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,DYNAMO,,,,,1,,NO,SENIOR,POINT (-114.1363039 51.0463768)
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,MAH440,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,5,SPINNING TOY,SPINNING POLE,,0,0,0,0,0,0,,SENIOR,POINT (-113.9322659 50.9016025)
,HSN011,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,,8,TRACK RIDE,NO BREAKDOWN,PARKWORKS,,,,,,,,,POINT (-114.2757719 51.1046687)
,HAW016,,CALGARY PARKS SHARED,LEASE HOLDER,"PARKOUR EQUIPMENT - STACKED LOG CLIMBER, VERTICAL LOG EDGER, 8X8 WOOD BEAM AND METAL POWDER COATED TUBING",ACTIVE,,18,PARKOUR EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.1639976 51.1307472)
,SOM651,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,4,STATIONARY TOY,STEERING WHEEL DASHBOARD,,,,,,,,YES,,POINT (-114.0782645 50.8978538)
,CHV960,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,PLAYSTEEL FIT,,,,,,,NO,,POINT (-114.0548338 51.1572936)
,FAL082,,CALGARY PARKS,CALGARY PARKS,BEAR CUB SPRING RIDER,ACTIVE,,15,SPRING TOY,ANIMAL,PLAYCRAFT,,,,,,,,,POINT (-113.9532363 51.1000413)
,WND371,,CALGARY PARKS,LEASE HOLDER,SENIOR; SEE REPOSITORY; R:\AGREEMENTS\LEASEorLICENSE_OF_OCCUPATION\WND,ACTIVE,,3,CLIMBER,DOME NET OR WEB CLIMBER,LITTLE TIKES,,,,,,,,SENIOR,POINT (-114.0783743 51.0062933)
,SAN738,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,150738,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.0952916 51.138117)
,WSP033,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,LANDSCAPE STRUCTURES,1,2,0,0,0,0,NO,COMBINED,POINT (-114.2022014 51.060732)
XX ACR 2,KCA001,,CALGARY PARKS,CALGARY PARKS,JUNIOR; NOT PART OF AGREEMENT,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,,,,,,,,,JUNIOR,POINT (-114.1346476 51.1663985)
XX ACR 2,SCE273,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,1,SWING,NO BREAKDOWN,LITTLE TIKES,2,0,0,0,0,0,NO,JUNIOR,POINT (-114.2076666 51.1201315)
,MLR413,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,1,5,,,,,,SENIOR,POINT (-114.0811533 50.9180348)
,HAW170,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,GAMETIME,,,,,1,,NO,COMBINED,POINT (-114.1679507 51.1358953)
,BDO456,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,5,SPINNING TOY,SPINNING POLE,,,,,,,,,SENIOR,POINT (-114.0309251 50.9417444)
,TUS645,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120645,1,SWING,NO BREAKDOWN,TECHNO,0,0,0,0,2,0,NO,SENIOR,POINT (-114.2445925 51.1167265)
XX ACR 2,FAI202,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,11,TALK TUBE,NO BREAKDOWN,BLUE IMP,,,,,,,,JUNIOR,POINT (-114.062811 50.9822146)
PARKS FOUNDATION PROJECT,GPK056,,CALGARY PARKS,CALGARY PARKS,"2022/01/18:THERE IS ENDOWMENT FUNDS FOR THE MUSICAL INSTRUMENTS, GO THROUGH PARKS FOUNDATION TO RECEIVE FUNDS; R:\AGREEMENTS\MISC_AGREEMENTS\ GPK056_ENDOWMENT_LETTER_QUINTERRA_MUSICAL_INSTRUMENTS",ACTIVE,,4,STATIONARY TOY,PLAY PANEL,BDI PLAY DESIGNS,,,,,,,,COMBINED,POINT (-114.1221387 50.9749798)
MUSCLE BUILDER,TEM045,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,140045,3,CLIMBER,HORIZONTAL CLIMBER,,,,,,,,,SENIOR,POINT (-113.9430299 51.0829971)
MULTIPLAY COMPLEX; 2013/12/13: CHANGED STATUS BACK TO PLANNED; STILL WITH DEVELOPER-CMLC,DNE116,,CALGARY PARKS,DEVELOPER CONSTRUCTION,CMLC PROJECT,INSTALLED,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,,POINT (-114.0476685 51.0462627)
,MAH008,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,3,CLIMBER,BOULDER,ADVENTURE SOLUTIONS,,,,,,,,SENIOR,POINT (-113.9144456 50.9032386)
TEEPEE,EVN263,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,110263,3,CLIMBER,DOME NET OR WEB CLIMBER,,,,,,,,,SENIOR,POINT (-114.111562 51.1665486)
,DAL073,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,170073,9,MULTI PLAY COMPLEX,NO BREAKDOWN,GAMETIME,,,,,,,NO,SENIOR,POINT (-114.1719352 51.1151914)
,CNS011,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,NO,,POINT (-113.9406232 51.1596366)
"XX ASSET NOT PRESENT AT TIME OF GPS AREA UNDER CONSTRUCTION
VERIFY LOCATION (NOT CLEAR ON DWGS)",SHW002,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,1,1,,,,,,SENIOR,POINT (-114.1499844 51.164103)
SERPENTINE,MON241,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,450241,3,CLIMBER,RIBBON SPIRAL CLIMBER,,,,,,,,,SENIOR,POINT (-114.160519 51.0800141)
,RIC850,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,430850,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,NO,SENIOR,POINT (-114.1127264 51.0326321)
DINOSAUR,QPK880,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,130880,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.0804188 51.0873543)
,PIN033,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,160033,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-113.9483046 51.0794398)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,ARB352,,CALGARY PARKS,CALGARY PARKS,VERTICAL PRESS,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.1966927 51.1393183)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,DOV769,,CALGARY PARKS,CALGARY PARKS,LAT PULLDOWN,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-113.987469 51.0302322)
,RIV843,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,,2,,,,,,COMBINED,POINT (-114.0175621 50.9783883)
,COV106,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,150106,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0597241 51.1660552)
PLAYGROUND UNDER CONSTRUCTION. ACR 2,PKH200,,CALGARY PARKS,CALGARY PARKS AND OTHER BU,JUNIOR/SENIOR,ACTIVE,420200,5,SPINNING TOY,FLAT DISC OR MERRY GO ROUND,,,,,,,,,COMBINED,POINT (-114.0711004 51.0155894)
,RAN021,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,110021,1,SWING,NO BREAKDOWN,BLUE IMP,1,1,0,0,0,0,NO,COMBINED,POINT (-114.1938803 51.1225392)
MUSCLE BUILDER,SIL257,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120257,3,CLIMBER,HORIZONTAL CLIMBER,,,,,,,,,SENIOR,POINT (-114.189965 51.1124699)
,MRN002,,CALGARY PARKS,DEVELOPER CONSTRUCTION,Sandblasted figure on equipment,ACTIVE,,3,CLIMBER,WOODEN CLIMBER,HABITAT SYSTEMS,,,,,,,,,POINT (-114.1118674 51.1850183)
,MRT303,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,140303,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-113.9493881 51.1156449)
,MPK546,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,360546,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,SENIOR,POINT (-113.9380451 51.0601972)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,NGM528,,CALGARY PARKS,CALGARY PARKS,PUSH UP/REVERSE PUSH UP2017/04/27: COMMUNITY ASSOCIATION INITATIVE,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.1127888 50.9981871)
,CED109,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,GAMETIME MANUFACTURER,,,,,,,,,POINT (-114.1381247 50.9619226)
"RIDGE
XX ACR 2",WSP002,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,5,SPINNING TOY,FLAT DISC OR MERRY GO ROUND,KOMPAN,,,,,,,NO,SENIOR,POINT (-114.1953182 51.0564097)
REPLACED ONE BABY SWING WITH AN 'ADAPTIVE SWING',NHV817,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,130817,1,SWING,NO BREAKDOWN,,1,0,1,0,0,0,YES,COMBINED,POINT (-114.0884805 51.100492)
,CAP670,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,130670,1,SWING,NO BREAKDOWN,,2,0,0,0,0,0,,COMBINED,POINT (-114.0855731 51.0772738)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,APP903,,CALGARY PARKS,CALGARY PARKS,TWO PERSON SIDE BY SIDE CROSS COUNTRY SKIER,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-113.9285154 51.0478702)
,WBN419,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,310419,15,SPRING TOY,ANIMAL,LITTLE TIKES,,,,,,,,JUNIOR,POINT (-114.135093 50.9392709)
,CPF867,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,1,1,,,,,,COMBINED,POINT (-113.9290097 50.9169478)
,CHW381,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,170381,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,JUNIOR,POINT (-114.1141288 51.0919852)
,AUB013,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,15,SPRING TOY,TO BE IDENTIFIED,,,,,,,,,,POINT (-113.9501325 50.8920801)
,SCE359,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,120359,9,MULTI PLAY COMPLEX,NO BREAKDOWN,PLAYWORLD,,,,,,,NO,COMBINED,POINT (-114.2227872 51.1232723)
,DOV772,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,350772,7,TEETER TOTTER SEESAW,FULCRUM,,,,,,,,,COMBINED,POINT (-113.9836047 51.0248426)
,SCE270,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,120270,9,MULTI PLAY COMPLEX,NO BREAKDOWN,ROMPERLAND,,,,,,,,JUNIOR,POINT (-114.207487 51.1170118)
,QLD522,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,320522,3,CLIMBER,BILLY GOAT BRIDGE,,,,,,,,YES,SENIOR,POINT (-114.02855 50.9384447)
,HSD003,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,NO,,POINT (-113.9132198 51.1171935)
,DAL086,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,170086,15,SPRING TOY,ANIMAL,PLAYWORLD,,,,,,,NO,JUNIOR,POINT (-114.1540066 51.1107035)
,CAS069,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,140069,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-113.9500771 51.1083541)
ALLIGATOR,RIC854,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,430854,4,STATIONARY TOY,ANIMAL,LITTLE TIKES,,,,,,,NO,JUNIOR,POINT (-114.1084214 51.0310484)
,VAR431,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,120431,7,TEETER TOTTER SEESAW,FULCRUM,,,,,,,,,COMBINED,POINT (-114.1464227 51.0844565)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,APP903,,CALGARY PARKS,CALGARY PARKS,DOUBLE REVERSE BUTTERFLY,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-113.9287123 51.0471541)
,HID241,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,110241,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.1001067 51.1567959)
PLAYGROUND UNDER CONSTRUCTION. ACR 2,PKH200,,CALGARY PARKS,CALGARY PARKS AND OTHER BU,JUNIOR,ACTIVE,420200,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,,JUNIOR,POINT (-114.070077 51.017806)
,COA792,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,430792,1,SWING,NO BREAKDOWN,LITTLE TIKES,1,1,0,0,0,0,NO,COMBINED,POINT (-114.1851226 51.0568886)
,SCE378,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,,,,1,,,,SENIOR,POINT (-114.2142724 51.117322)
,CHA828,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,3,CLIMBER,VERTICAL LADDER CLIMBER,,,,,,,,,COMBINED,POINT (-114.0415512 50.8897147)
INFINITI LOOP - MOEBIUS,MOR298,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,160298,3,CLIMBER,RIBBON SPIRAL CLIMBER,LITTLE TIKES,,,,,,,,SENIOR,POINT (-113.9300475 51.0767178)
,SET017,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,NOT INDICATED ON PLANS,,,,,,,NO,,POINT (-113.9559719 50.8674557)
,HAR769,,CALGARY PARKS,CALGARY PARKS,BEE,ACTIVE,,4,STATIONARY TOY,ANIMAL,GAME TIME,,,,,,,NO,,POINT (-114.0499941 51.1446673)
,KCA847,,CALGARY PARKS,CALGARY PARKS,NOT PART OF AGREEMENT,ACTIVE,110847,9,MULTI PLAY COMPLEX,NO BREAKDOWN,KOMPAN,,,,,,,,,POINT (-114.1357214 51.161479)
,SCA867,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,HABITAT,,,,,,,,,POINT (-114.1025208 51.0409387)
,CAN341,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,310341,1,SWING,NO BREAKDOWN,,2,2,0,0,0,0,,COMBINED,POINT (-114.0730321 50.9406708)
,SAD010,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,5,SPINNING TOY,SPINNING POLE,,,,,,,,,,POINT (-113.9541537 51.1338184)
ACR 3,CLI278,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,YES,SENIOR,POINT (-114.0762659 51.0330859)
3,VAR456,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,120245,7,TEETER TOTTER SEESAW,FULCRUM,BLUE IMP,,,,,,,,COMBINED,POINT (-114.1653224 51.0873706)
"ACR 3, DISCOVERED ASSET",MIS268,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0681177 51.0312001)
,TUS502,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120601,1,SWING,NO BREAKDOWN,TECHNO DYNAMO,0,0,0,0,1,0,,SENIOR,POINT (-114.2505053 51.111951)
,BOW201,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,120201,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.2042827 51.0965073)
,PKL527,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,320527,7,TEETER TOTTER SEESAW,SPRING TEETER,,,,,,,,,JUNIOR,POINT (-114.0332551 50.9298958)
,MID415,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,330415,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-114.0614215 50.9119455)
,HID533,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,110533,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-114.1252805 51.1494873)
,COR351,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,1,SWING,NO BREAKDOWN,JAMBETTE,1,1,0,0,0,0,NO,COMBINED,POINT (-113.9310688 51.0975284)
,MAH008,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,3,CLIMBER,BOULDER,ADVENTURE SOLUTIONS,,,,,,,,SENIOR,POINT (-113.9145255 50.9032809)
XX ACR 2,KIL620,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,LITTLE TIKES,,,,,,,NO,JUNIOR,POINT (-114.1270061 51.0288071)
HORIZONTAL LADDER,ACA193,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,320193,3,CLIMBER,HORIZONTAL CLIMBER,,,,,,,,,SENIOR,POINT (-114.049054 50.9731756)
,SCE378,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,GAMETIME,,,,,,,YES,COMBINED,POINT (-114.2142428 51.1173811)
,RIV884,,CALGARY PARKS,CALGARY PARKS,REFURBISHED,ACTIVE,,1,SWING,NO BREAKDOWN,,1,1,,,,,NO,,POINT (-114.0099861 50.9660034)
,HOU484,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,450484,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,SENIOR,POINT (-114.1100523 51.0644352)
,MOP856,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,130856,9,MULTI PLAY COMPLEX,NO BREAKDOWN,HENDERSON,,,,,,,,SENIOR,POINT (-114.074705 51.073013)
DINOSAUR,ALT644,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,440644,4,STATIONARY TOY,ANIMAL,LITTLE TIKES,,,,,,,NO,JUNIOR,POINT (-114.1042628 51.0116532)
,NEB845,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,340845,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-113.9507395 50.91545)
,MCT839,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,340839,8,TRACK RIDE,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-113.9610448 50.9253907)
,NHV817,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,130817,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,,SENIOR,POINT (-114.0885709 51.100678)
,ACA191,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,320191,1,SWING,NO BREAKDOWN,,2,0,0,0,0,0,,COMBINED,POINT (-114.0549212 50.9741844)
,RAN038,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,110038,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,JUNIOR,POINT (-114.1741313 51.1189816)
,BED592,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,150592,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.0789935 51.1272098)
,OAK065,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,310065,1,SWING,NO BREAKDOWN,BLUE IMP,1,1,0,0,0,0,,COMBINED,POINT (-114.1238279 50.9709714)
,GPK704,,CALGARY PARKS,CALGARY PARKS,BUTTERFLY SIGN,ACTIVE,,4,STATIONARY TOY,PLAY SIGN,GAME TIME,,,,,,,,COMBINED,POINT (-114.1382014 50.9918514)
,SKR002,,CALGARY PARKS,CALGARY PARKS,SENIOR; OVERHEAD STAND UP SPINNER,ACTIVE,,5,SPINNING TOY,SPINNING POLE,,,,,,,,NO,SENIOR,POINT (-113.9516911 51.1614346)
,WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,4,STATIONARY TOY,PLAY HOUSE,GAMETIME,,,,,,,YES,,POINT (-114.1566555 51.0622045)
RUB A DUB TUB,TUS618,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120618,5,SPINNING TOY,CUP BOWL OR TUB,ELEMENTS,,,,,,,,SENIOR,POINT (-114.2424827 51.1361368)
,MCT837,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,340837,1,SWING,NO BREAKDOWN,,2,2,0,0,0,0,,COMBINED,POINT (-113.9734574 50.9074541)
,CHA827,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,JAMBETTE,,,,,,,,,POINT (-114.0269744 50.8872341)
,TAR135,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,140135,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-113.9394286 51.1237209)
,COA786,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,4,STATIONARY TOY,PLAY PANEL,GAMETIME,,,,,,,,,POINT (-114.1763339 51.0567717)
BULLDOZER,PAN457,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,150457,15,SPRING TOY,VEHICLE,,,,,,,,,JUNIOR,POINT (-114.081998 51.1541023)
,RIC641,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,430641,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,NO,COMBINED,POINT (-114.1140416 51.026402)
,MAF361,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,420361,15,SPRING TOY,ANIMAL,LITTLE TYKES,,,,,,,,JUNIOR,POINT (-114.0883307 50.9956867)
